-40.143,4.5789,40.408,13.378,-38.796,19.996,14.195,-77.443,-65.376,-89.857,-69.681,-36.192
-29.224,10.408,35.354,5.3563,-30.64,20.713,13.331,-74.094,-63.087,-83.736,-60.744,-32.219
-20.815,14.295,30.869,-0.474,-24.043,20.681,12.72,-70.459,-61.14,-78.167,-52.595,-28.162
-16.611,14.868,27.274,-2.6169,-20.019,19.345,12.384,-66.628,-59.831,-73.876,-46.214,-24.523
-17.194,11.488,24.513,-0.50634,-18.813,16.382,12.137,-63.031,-59.331,-71.581,-42.468,-22.221
-21.806,4.4527,22.125,5.3126,-19.799,11.768,11.877,-60.084,-59.457,-71.53,-41.714,-22.144
-28.532,-5.0224,19.412,13.322,-21.67,5.8223,11.733,-57.917,-59.64,-73.262,-43.607,-24.721
-35.089,-15.131,15.896,21.578,-23.071,-0.77445,11.934,-56.389,-59.211,-75.821,-47.278,-29.774
-39.912,-24.048,11.836,28.479,-23.394,-7.0227,12.635,-55.232,-57.756,-78.155,-51.623,-36.565
-42.85,-30.551,8.307,33.374,-23.146,-11.848,13.891,-54.107,-55.243,-79.397,-55.51,-43.902
-44.929,-34.363,6.6096,36.599,-23.501,-14.515,15.718,-52.638,-51.948,-79.027,-57.948,-50.336
-23.491,-20.423,4.349,22.508,-11.331,-8.1613,13.588,-40.341,-42.705,-51.631,-41.346,-33.656
-23.225,-22.824,1.8458,23.354,-10.344,-10.622,14.182,-38.61,-41.927,-51.441,-41.722,-34.546
-22.804,-25.281,-0.28618,24.343,-9.4608,-12.916,14.664,-37.094,-41.374,-51.451,-42.356,-35.452
-22.219,-27.704,-2.0928,25.4,-8.6506,-15.022,15.013,-35.803,-41.028,-51.631,-43.183,-36.367
-21.499,-30.076,-3.7147,26.47,-7.8531,-17.012,15.238,-34.708,-40.837,-51.927,-44.123,-37.281
-20.711,-32.427,-5.3394,27.526,-6.9991,-19.011,15.37,-33.739,-40.731,-52.267,-45.091,-38.179
-19.95,-34.793,-7.133,28.551,-6.0438,-21.137,15.443,-32.802,-40.633,-52.57,-46.003,-39.026
-19.324,-37.178,-9.1901,29.526,-4.9827,-23.457,15.492,-31.784,-40.463,-52.753,-46.781,-39.772
-18.923,-39.542,-11.535,30.423,-3.8369,-25.969,15.544,-30.574,-40.141,-52.739,-47.347,-40.354
-18.787,-41.822,-14.162,31.204,-2.6235,-28.632,15.612,-29.075,-39.596,-52.458,-47.632,-40.714
-18.895,-43.978,-17.071,31.845,-1.3392,-31.411,15.694,-27.232,-38.779,-51.863,-47.592,-40.824
-19.171,-46.029,-20.277,32.346,0.034329,-34.304,15.775,-25.034,-37.667,-50.929,-47.224,-40.691
-19.515,-48.052,-23.791,32.755,1.5162,-37.339,15.832,-22.51,-36.263,-49.653,-46.565,-40.365
-19.813,-50.158,-27.608,33.155,3.1318,-40.547,15.85,-19.711,-34.585,-48.043,-45.673,-39.914
-19.937,-52.433,-31.707,33.639,4.952,-43.93,15.834,-16.687,-32.651,-46.101,-44.6,-39.402
-19.756,-54.884,-36.06,34.249,7.116,-47.437,15.802,-13.483,-30.475,-43.82,-43.37,-38.865
-19.143,-57.421,-40.626,34.946,9.7858,-50.97,15.767,-10.14,-28.066,-41.171,-41.976,-38.307
-17.99,-59.883,-45.341,35.614,13.068,-54.404,15.72,-6.7028,-25.426,-38.109,-40.387,-37.703
-16.253,-62.101,-50.113,36.121,16.954,-57.618,15.631,-3.2059,-22.546,-34.57,-38.561,-37.028
-14.008,-63.967,-54.834,36.382,21.3,-60.533,15.466,0.33157,-19.404,-30.48,-36.459,-36.263
