8.7388,27.01,27.586,-10.369,8.8737,32.017,-45.018,-90.659,-67.589,-21.037,-20.984,-3.0658
6.3944,31.64,34.464,-11.893,4.3735,37.262,-41.993,-83.026,-64.328,-8.827,-8.684,2.3401
3.2552,34.654,40.521,-12.162,-0.1875,41.41,-39.64,-76.41,-61.81,1.0631,1.9389,7.2732
-0.66531,35.319,45.01,-10.789,-4.4797,43.787,-38.32,-71.592,-60.428,6.9297,9.6142,11.316
-4.3139,34.163,47.405,-8.5721,-7.733,44.351,-37.997,-68.903,-60.073,8.1511,13.811,14.215
-6.341,32.298,47.47,-6.7779,-9.127,43.43,-38.3,-68.186,-60.284,5.2118,14.727,15.897
-6.108,30.454,45.296,-6.1196,-8.312,41.332,-38.741,-68.907,-60.591,-0.59757,13.089,16.4
-4.1258,28.483,41.246,-6.2775,-5.6357,38.149,-38.944,-70.367,-60.802,-7.6206,9.9045,15.839
-1.6485,25.639,35.827,-6.2332,-1.9205,33.836,-38.76,-71.865,-61.046,-14.231,6.2887,14.489
0.14103,21.242,29.543,-5.0281,1.9808,28.412,-38.219,-72.792,-61.598,-19.118,3.3256,12.889
0.71452,15.206,22.836,-2.3478,5.514,22.111,-37.438,-72.701,-62.651,-21.489,1.8753,11.73
-6.1144,6.9425,12.867,5.1037,4.7452,12.074,-25.878,-45.762,-48.272,-15.661,0.83573,6.6691
-6.6357,4.4129,11.093,6.698,5.0178,9.7374,-25.429,-44.756,-47.812,-15.803,1.1988,6.5016
-7.1632,2.0056,9.2639,8.2537,5.3461,7.4595,-24.962,-43.807,-47.315,-16.082,1.4036,6.2457
-7.6752,-0.18636,7.4595,9.7053,5.7189,5.3214,-24.462,-42.893,-46.761,-16.368,1.5531,5.9503
-8.1569,-2.1414,5.7366,11.022,6.1192,3.3561,-23.914,-41.988,-46.131,-16.541,1.7282,5.6361
-8.604,-3.9064,4.124,12.215,6.5209,1.5549,-23.297,-41.043,-45.392,-16.516,1.9749,5.2931
-9.0147,-5.5635,2.6198,13.311,6.9021,-0.11454,-22.572,-39.955,-44.48,-16.254,2.3061,4.8894
-9.3766,-7.1856,1.1905,14.326,7.2623,-1.6913,-21.657,-38.564,-43.27,-15.753,2.7079,4.3851
-9.6594,-8.7982,-0.21868,15.239,7.6282,-3.2079,-20.417,-36.667,-41.549,-15.033,3.148,3.7431
-9.8156,-10.359,-1.652,15.994,8.04,-4.6718,-18.636,-34.07,-39.017,-14.106,3.5868,2.9377
-9.7891,-11.747,-3.0992,16.517,8.5267,-6.0391,-16.034,-30.656,-35.316,-12.927,4,1.9656
-9.5194,-12.761,-4.4586,16.734,9.0841,-7.1864,-12.425,-26.717,-30.131,-11.34,4.4188,0.86362
-8.9409,-13.118,-5.5248,16.582,9.6668,-7.8963,-8.3371,-24.056,-23.654,-9.0023,4.9853,-0.26778
-7.9718,-12.514,-6.0087,15.998,10.194,-7.8745,-5.4086,-25.08,-19.197,-5.2612,6.0187,-1.235
-6.4943,-10.828,-5.5982,14.946,10.566,-6.8163,-4.1585,-26.44,-28.732,1.1822,8.1069,-1.709
-4.3304,-8.8898,-4.0667,13.589,10.692,-4.57,-2.2319,-22.884,-44.123,9.3019,12.396,-1.1788
-1.2496,-13.979,-1.5329,14.263,10.508,-2.6216,2.5438,-12.696,-40.837,-15.925,18.894,0.93688
2.7573,-33.821,-0.028948,23.202,9.994,-15.374,10.48,2.0032,-24.686,-32.832,-5.2913,-0.9396
5.8491,-42.902,-9.7869,28.16,9.1686,-35.763,19.098,18.74,-2.1743,-35.645,-15.19,-18.479
3.1109,-49.416,-28.686,31.194,8.0929,-42.127,25.974,60.176,27.001,-34.253,-23.118,-27.244
-2.1658,-51.13,-31.487,32.333,6.8393,-41.781,47.769,119.74,69.333,-24.207,-29.665,-36.32
-1.4622,-43.57,-26.717,29.235,5.3115,-33.8,80.001,173.83,131.62,1.4494,-31.638,-44.002
4.1967,-22.286,-15.537,18.592,2.9728,-17.988,109.64,218.85,212.48,51.072,-24.021,-46.817
13.731,15.661,6.6924,-3.0423,-0.90089,8.2298,138.63,249.11,301.29,132.36,0.13303,-39.877
27.507,71.138,42.821,-37.807,-6.4055,49.953,159.68,259.02,390.24,250.06,49.08,-17.235
46.408,143.4,93.401,-85.683,-12.817,109.68,167.77,239.9,477.52,403.31,130.14,27.912
71.019,231.5,156.11,-145.73,-19.443,185.81,158.06,182.49,557.62,588.33,248.54,100.55
101.67,334.27,226.32,-216.06,-26.128,274.88,123.35,79.404,619.62,796.91,408.41,199.84
139.54,450.21,299.71,-293.57,-32.744,372.24,56.841,-73.698,650.59,1021.3,606.42,325.29
186.18,575.04,372.87,-375.1,-38.707,473.01,-44.656,-274.93,640.75,1261.2,825.72,473.4
238.83,698.45,441.81,-457.39,-43.396,570.89,-178.59,-513.86,586.84,1510.4,1051.2,634.92
291.93,810.06,499.79,-536.26,-47.208,657.38,-337.06,-773.54,492.12,1756.5,1275.1,796.36
343.47,902.46,540.61,-607.3,-51.454,725.99,-509.89,-1035.9,365.57,1992.2,1488.9,949.87
391.45,971.06,562.36,-666.64,-56.121,773.16,-688.24,-1287.9,219.89,2212.9,1683.3,1090.2
432.89,1014.8,566.75,-711.97,-58.03,798.32,-865.87,-1523.8,67.024,2411.4,1851.4,1212.6
464.09,1035.7,558.89,-742.35,-52.542,804.68,-1037.3,-1742.4,-86.367,2573.9,1987.7,1313.1
481.7,1037.6,546.35,-756.88,-40.498,797.84,-1194.4,-1940.8,-238.92,2678.2,2078.6,1386.9
483.62,1023.6,536.12,-754.13,-30.315,783.09,-1325.3,-2108.7,-389.86,2694.9,2103.3,1427.8
467.98,994.74,531.51,-732.68,-30.734,763.27,-1415.8,-2227.4,-535.86,2594.5,2045.4,1427.1
432.71,950.34,530.4,-691.71,-44.816,738.05,-1453.9,-2274.5,-675.1,2357.4,1895.2,1376.4
377.47,888.17,525.84,-630.85,-69.946,704.49,-1433.9,-2235.2,-809.09,1983.1,1654.5,1271.3
305.4,806.26,511.69,-551.28,-100.83,658.91,-1358.7,-2111.8,-938.11,1496.1,1339.7,1115.2
222.65,705.54,487.71,-457.63,-131.97,599.33,-1239.9,-1921.9,-1055.5,946.37,982.34,920.46
137.41,592.08,455.71,-358.36,-158.41,527.61,-1094.5,-1691.4,-1144.9,403.25,623.69,706.93
59.426,476.69,416.97,-263.58,-175.98,449.79,-939.89,-1446.9,-1185.3,-61.035,305.18,498.39
-1.6705,371.41,374.2,-181.9,-182.73,374.19,-789.95,-1210.7,-1162.7,-392.74,58.425,316.59
-41.032,285.22,331.86,-118.46,-179.92,308.59,-653.83,-998.06,-1077.5,-572.31,-100.66,175.37
-60.96,221.83,293.68,-74.139,-170.37,257.57,-536.73,-816.98,-944.54,-615.08,-175.25,78.45
-66.654,180.09,261.24,-47.006,-156.65,221.48,-440.31,-668.07,-786.02,-558.66,-185.8,20.897
-63.313,155.45,234.21,-33.481,-140.96,197.42,-362.33,-546.09,-625.23,-448.18,-157.23,-0.99347
-54.919,141.74,210.93,-28.488,-124.45,180.83,-298.19,-444.06,-482.21,-323.59,-111.9,-3.4352
-44.329,132.61,189.05,-27.418,-107.32,166.92,-242.07,-356.44,-362.86,-204.84,-68.374,1.5477
-33.273,123.01,166.46,-27.227,-91.608,151.79,-191.91,-278.62,-264.12,-113.6,-37.452,7.9904
-19.779,110.19,142.62,-26.344,-78.911,133.49,-147,-209.95,-187.49,-63.25,-19.723,12.922
-17.821,94.113,119.41,-24.521,-68.415,112.58,-108.97,-153.31,-134.89,-41.983,-14.259,14.814
-17.798,76.283,99.72,-23.846,-59.323,92.141,-80.535,-110.39,-101.77,-45.172,-39.15,12.84
-17.377,59.723,85.358,-18.104,-51.818,76.131,-61.629,-79.927,-81.647,-55.433,-40.88,2.9799
-16.776,49.553,76.356,-13.349,-46.339,65.773,-50.268,-59.73,-70.565,-56.313,-40.333,-5.8699
-16.227,44.027,70.705,-9.9211,-42.614,59.462,-43.725,-47.369,-65.425,-58.624,-40.279,-10.248
-15.804,39.53,66.101,-7.2365,-39.793,54.802,-39.644,-40.928,-63.186,-65.666,-39.504,-13.01
-15.512,35.255,61.416,-4.9801,-37.179,50.395,-37.799,-40.767,-61.079,-61.505,-38.266,-15.068
-15.338,31.178,56.326,-2.9786,-34.471,45.815,-35.319,-40.345,-52.473,-55.936,-37.51,-16.88
-15.256,27.366,50.867,-1.1476,-31.648,41.056,-29.5,-35.257,-43.634,-52.88,-37.609,-18.675
-15.227,23.901,45.305,0.53532,-28.836,36.292,-24.952,-30.088,-36.79,-52.03,-38.44,-20.532
-15.205,20.854,40.024,2.0529,-26.214,31.773,-21.837,-25.936,-31.383,-52.59,-39.685,-22.44
